MP name,Nature of membership,Start of term,End of term,Number of terms,State,Constituency,Political party,Gender,Educational qualifications,Educational qualifications - details,Age,Debates,Private Member Bills,Questions,Attendance,Notes,National Debates average,National Private Member Bills average,National Questions average,National Attendance average,State's Debates average,State's Private Member Bills  average,State's Questions average,State's Attendance average,House,Paliament Term,TotalGOIRelease,UnSanctionBalance,UnspentBalance,LastInstNumber1,LastInstYear,LastReleaseDate,LastRelAmount,PendInstallNo,PendInstYear,ReasonsforNotRel,ReasonsforNotRel.1,Criminal Case,Total Assets,Liabilities
Ram Swaroop Sharma,Elected,5/23/2019,In office,2,Himachal Pradesh,Mandi,Bharatiya Janata Party,Male,10th Pass,10th Class,61,7,0,3,0.97, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,5.3,0,4,0.99,Lok Sabha,17th Lok Sabha,2.5,1.19,2.41,1,2019-2020,22-10-2019,2.5,1,1997-98,,,0,15724337,783963
Sarmistha Sethi,Elected,5/23/2019,In office,1,Odisha,Jajpur,Biju Janata Dal,Female,Post Graduate,Information Not Available,46,8,0,0,0.64, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,13.5,0.2,27,0.85,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,18-12-2019,2.5,2,1997-98,,,0,15837082,0
Krishna Pal Singh,Elected,5/23/2019,In office,1,Madhya Pradesh,Guna,Bharatiya Janata Party,Male,Graduate Professional,Information Not Available,44,8,0,10,0.95, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,11.8,0.2,27,0.9,Lok Sabha,17th Lok Sabha,2.5,0.73,0.73,1,2019-2020,19-09-2019,2.5,,,,,0,16266408,494053
Bhagwant Mann,Elected,5/23/2019,In office,2,Punjab,Sangrur,Aam Aadmi Party,Male,12th Pass,B.Com II Year,46,17,0,0,0.47, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,11,0,24,0.76,Lok Sabha,17th Lok Sabha,2.5,2.29,2.45,1,2019-2020,21-08-2019,2.5,,,,,0,16427274,0
Venkatesh Netha Borlakunta,Elected,5/23/2019,In office,1,Telangana,Peddapalle,Telangana Rashtra Samithi,Male,Doctorate,Information Not Available,43,4,0,66,0.77, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,9.3,0,37,0.8,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,4/10/2019,2.5,1,,,,0,16597300,0
N. Reddeppa,Elected,5/23/2019,In office,1,Andhra Pradesh,Chittoor,Yuvajana Sramika Rythu Congress Party,Male,Post Graduate,"M.A., B.L. Educated at S.V. University, Tirupati and Andhra University, Vizag, Andhra Pradesh",68,5,0,47,0.94, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,11.4,0,38,0.85,Lok Sabha,17th Lok Sabha,5,0.42,4.71,2,2019-2020,6/3/2020,2.5,1,,,,0,17355862,1341542
Balli Durga Prasad Rao,Elected,5/23/2019,In office,1,Andhra Pradesh,Tirupati,Yuvajana Sramika Rythu Congress Party,Male,Graduate Professional,"B.Com., B.L., Educated at S.V. University, Tirupathi, Andhra Pradesh",63,11,0,34,0.88, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,11.4,0,38,0.85,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,22-10-2019,2.5,1,2019-20,,,0,17426921,0
Chunni Lal Sahu,Elected,5/23/2019,In office,1,Chhattisgarh,Mahasamund,Bharatiya Janata Party,Male,Graduate,Information Not Available,51,7,0,37,0.95, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,6.7,0,23,0.91,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,12/9/2019,2.5,1,,,,0,17591683,1383014
Bharatiben Dhirubhai Shiyal,Elected,5/23/2019,In office,2,Gujarat,Bhavnagar,Bharatiya Janata Party,Female,Graduate Professional,B.A.M.S.,55,16,0,54,0.97, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12,0.4,42,0.91,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,20-02-2020,2.5,2,1997-98,,,0,17753161,3689036
Guharam Ajgalley,Elected,5/23/2019,In office,2,Chhattisgarh,Janjgir-Champa,Bharatiya Janata Party,Male,Graduate Professional,"B.A., L.L.B. Educated at Swami Bal Krishanpuri University, Raigarh, Chhattisgarh",52,5,0,0,0.97, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,6.7,0,23,0.91,Lok Sabha,17th Lok Sabha,5,2.51,2.58,2,2019-2020,31-12-2019,2.5,2,,,,0,18400837,0
Hemant Patil,Elected,5/23/2019,In office,1,Maharashtra,Hingoli,Shiv Sena,Male,Graduate,Information Not Available,49,7,0,65,0.79, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.5,0.6,82,0.79,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,30-01-2020,2.5,1,2019-20,,,0,18594458,1299983
Rahul Ramesh Shewale,Elected,5/23/2019,In office,2,Maharashtra,Mumbai-South-Central,Shiv Sena,Male,Others,Diploma (Civil Engineering),46,43,4,95,0.94, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.5,0.6,82,0.79,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,27-11-2019,2.5,2,2018-19,,,0,18881363,7778954
Nandkumar Singh Chouhan (Nandu Bhaiya),Elected,5/23/2019,In office,6,Madhya Pradesh,Khandwa,Bharatiya Janata Party,Male,Post Graduate,"B.A.
Educated at Seva Sadan Mahavidyalaya, Burhanpur",67,6,0,4,0.83, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,11.8,0.2,27,0.9,Lok Sabha,17th Lok Sabha,2.5,0.02,0.96,1,2019-2020,1/10/2019,2.5,1,1997-98,,,0,19076515,4819099
Ram Shiromani,Elected,5/23/2019,In office,1,Uttar Pradesh,Shrawasti,Bahujan Samaj Party,Male,Graduate Professional,Information Not Available,Information not available,19,0,1,0.98, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.1,0.3,25,0.89,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,12/9/2019,2.5,1,,,,0,19108216,350000
Gopal Jee Thakur,Elected,5/23/2019,In office,1,Bihar,Darbhanga,Bharatiya Janata Party,Male,Post Graduate,"M.A. (Sociology) Educated at Lalit Narayan Mithila University, Darbhanga, Bihar",50,12,0,33,0.98, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12.8,0.5,32,0.87,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,2/12/2019,2.5,1,,,,0,19301808,1039660
Rajkumar Ranjan Singh,Elected,5/23/2019,In office,1,Manipur,Inner Manipur,Bharatiya Janata Party,Male,Doctorate,Information Not Available,67,7,0,5,0.91, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,4.5,0,6,0.91,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,24-09-2019,2.5,1,,,,0,19616174,0
Ajay Bhatt,Elected,5/23/2019,In office,1,Uttarakhand,Nainital-Udhamsingh Nagar,Bharatiya Janata Party,Male,Graduate Professional,Information Not Available,59,25,3,16,0.98, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,13.8,1.3,9,0.97,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,20-12-2019,2.5,1,,,,0,19699529,0
Chandra Prakash Joshi,Elected,5/23/2019,In office,2,Rajasthan,Chittorgarh,Bharatiya Janata Party,Male,Graduate,B.Com.,44,38,2,95,0.98, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,21.6,0.8,52,0.93,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,20-11-2019,2.5,1,,,,0,19725115,100000
Mohammad Sadique,Elected,5/23/2019,In office,1,Punjab,Faridkot,Indian National Congress,Male,5th Pass,Under Matric,80,5,0,2,0.65, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,11,0,24,0.76,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,25-07-2019,2.5,1,,,,0,19793884,311043
Janardan Mishra,Elected,5/23/2019,In office,2,Madhya Pradesh,Rewa,Bharatiya Janata Party,Male,Graduate Professional,"B.A., LL.B",63,14,0,51,0.88, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,11.8,0.2,27,0.9,Lok Sabha,17th Lok Sabha,5,2.41,3.05,2,2019-2020,31-12-2019,2.5,1,1997-98,,,0,20359750,580627
Sunil Kumar Mondal,Elected,5/23/2019,In office,2,West Bengal,Bardhaman Purba,All India Trinamool Congress,Male,Graduate Professional,"B.A., B.Ed.",61,6,0,57,0.91, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12.6,0.2,24,0.8,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,6/11/2019,2.5,2,1997-98,,,0,20371283,148598
Nihalchand,Elected,5/23/2019,In office,4,Rajasthan,Ganganagar,Bharatiya Janata Party,Male,Graduate,"B.A. 
Educated at Rai Singh Nagar (Ajmer University)",49,24,3,67,0.88, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,21.6,0.8,52,0.93,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,22-10-2019,2.5,1,,,,0,21014362,3631287
Virendra Kumar,Elected,5/23/2019,In office,7,Madhya Pradesh,Tikamgarh,Bharatiya Janata Party,Male,Doctorate,"M.A. (Economics), Ph.D (Child Labour); Educated at Dr. Harisingh University, Sagar, Madhya Pradesh",65,21,0,37,0.94, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,11.8,0.2,27,0.9,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,10/10/2019,2.5,,,,,0,21503766,1974216
Dharmendra Kumar,Elected,5/23/2019,In office,2,Uttar Pradesh,Aonla,Bharatiya Janata Party,Male,10th Pass,High School,51,4,0,0,0.91, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.1,0.3,25,0.89,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,12/9/2019,2.5,2,2018-19,,,0,21766502,3324300
Anubhav Mohanty,Elected,5/23/2019,In office,1,Odisha,Kendrapara,Biju Janata Dal,Male,Graduate,B.Com,38,27,0,32,0.76, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,13.5,0.2,27,0.85,Lok Sabha,17th Lok Sabha,2.5,1.27,2.52,1,2019-2020,29-08-2019,2.5,1,,,,0,22309172,4133506
Pakauri Lal,Elected,5/23/2019,In office,2,Uttar Pradesh,Robertsganj,Apna Dal,Male,Literate,,67,1,0,0,0.92, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.1,0.3,25,0.89,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,24-10-2019,2.5,1,,,,0,23048078,684133
Arjun Ram Meghwal,Elected,5/23/2019,In office,3,Rajasthan,Bikaner,Bharatiya Janata Party,Male,Post Graduate,"M.A. (Pol. Science); Educated at Sri Dungar College, Bikaner and University of Phillipine, Phillipines",66,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.)",,,,,,,,,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,19-11-2019,2.5,2,2019-20,,,0,23524459,1060314
Darshana Vikram Jardosh,Elected,5/23/2019,In office,3,Gujarat,Surat,Bharatiya Janata Party,Female,Graduate,"B.Com.; Educated at K.P. College of Commerce, Surat, Certificate Course in Computer from NIIT",59,17,0,37,0.95, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12,0.4,42,0.91,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,6/2/2020,2.5,2,,,,0,23872876,0
Rathod Dipsinh Shankarsinh,Elected,5/23/2019,In office,2,Gujarat,Sabarkantha,Bharatiya Janata Party,Male,8th Pass,Under Matric,67,2,0,17,1, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12,0.4,42,0.91,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,26-11-2019,2.5,2,,,,0,23997443,0
Mimi Chakraborty,Elected,5/23/2019,In office,1,West Bengal,Jadavpur,All India Trinamool Congress,Female,Graduate,Information Not Available,31,5,0,23,0.3, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12.6,0.2,24,0.8,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,17-09-2019,2.5,1,,,,0,24398786,1900788
K. Jayakumar,Elected,5/23/2019,In office,1,Tamil Nadu,Tiruvallur,Indian National Congress,Male,Doctorate,"B.E. (Mech. Engg.), M. Tech. (Management), P.G. Dip. RT&M and Ind. Dev., Ph.D., M.I.E.
Educated at Madras University, I.I.T. Madras, Tamil Nadu and Institute of Engineers",69,9,0,5,0.92, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,14.9,0.2,43,0.84,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,10/1/2020,2.5,2,-,,,0,24583769,0
Santosh Pandey,Elected,5/23/2019,In office,1,Chhattisgarh,Rajnandgaon,Bharatiya Janata Party,Male,Graduate Professional,Information Not Available,52,13,0,15,0.89, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,6.7,0,23,0.91,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,6/11/2019,2.5,1,,,,0,24861970,1519820
Dayakar Pasunoori,Elected,5/23/2019,In office,2,Telangana,Warangal,Telangana Rashtra Samithi,Male,Graduate,"Educated at Jawaharlal Nehru Technological University, Hyderabad, Telangana",52,1,0,39,0.67, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,9.3,0,37,0.8,Lok Sabha,17th Lok Sabha,2.5,2,2.33,1,2019-2020,13-11-2019,2.5,1,,,,0,24889712,1428227
Narendra Modi,Elected,5/23/2019,In office,2,Uttar Pradesh,Varanasi,Bharatiya Janata Party,Male,Post Graduate,Post Graduate,69,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.)",,,,,,,,,Lok Sabha,17th Lok Sabha,2.5,0.32,2.5,1,2019-2020,19-11-2019,2.5,1,,,,0,25136119,0
Thomas Chazhikadan,Elected,5/23/2019,In office,1,Kerala,Kottayam,Kerala Congress (M),Male,Graduate Professional,Information Not Available,67,13,0,37,0.82, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,24.5,0.7,58,0.89,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,3/12/2019,2.5,1,,,,0,26027478,495778
Anil Firojiya,Elected,5/23/2019,In office,1,Madhya Pradesh,Ujjain,Bharatiya Janata Party,Male,12th Pass,Information Not Available,48,10,0,56,0.86, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,11.8,0.2,27,0.9,Lok Sabha,17th Lok Sabha,5,0.92,2.5,2,2019-2020,27-02-2020,2.5,2,,,,0,26417937,3203766
Mahua Moitra,Elected,5/23/2019,In office,1,West Bengal,Krishnanagar,All India Trinamool Congress,Female,Graduate,Information Not Available,Information not available,16,0,9,0.88, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12.6,0.2,24,0.8,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,12/9/2019,2.5,1,,"Eligible MPR not Received, Provisional Utilisation Certificate Pending.","Eligible MPR not Received, Provisional Utilisation Certificate Pending.",0,26495250,671138
S.S. Ahluwalia,Elected,5/23/2019,In office,2,West Bengal,Bardhaman-Durgapur,Bharatiya Janata Party,Male,Graduate Professional,"B.Sc., LL.B. Educated at St. Joseph School, Asansol, Bidhan Chandra College, Burdwan University and University College of Law, Calcutta University, West Bengal",68,3,0,0,0.86, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12.6,0.2,24,0.8,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,6/11/2019,2.5,2,,,,0,26521750,744076
Faggan Singh Kulaste,Elected,5/23/2019,In office,6,Madhya Pradesh,Mandla,Bharatiya Janata Party,Male,Post Graduate,"M.A., B.Ed. and LL.B. 
Educated at Mandla College, Dr. Hari Singh Gaur University, Sagar and Rani Durgawati University, Jabalpur (Madhya Pradesh)",60,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.)",,,,,,,,,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,31-10-2019,2.5,2,2018-19,"Audit Certificate Pending, Eligible MPR not Received, Utilisation Certificate Pending.","Audit Certificate Pending, Eligible MPR not Received, Utilisation Certificate Pending.",0,26702373,1000075
Ravindra Kushawaha,Elected,5/23/2019,In office,2,Uttar Pradesh,Salempur,Bharatiya Janata Party,Male,12th Pass,Intermediate,57,12,0,51,0.95, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.1,0.3,25,0.89,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,20-12-2019,2.5,1,2019-20,,,0,27031724,249400
Jasvantsinh Sumanbhai Bhabhor,Elected,5/23/2019,In office,2,Gujarat,Dahod,Bharatiya Janata Party,Male,Graduate Professional,Information not available,51,7,0,48,0.95, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12,0.4,42,0.91,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,26-12-2019,2.5,1,,,,0,27070480,0
Pashupati Nath Singh,Elected,5/23/2019,In office,3,Jharkhand,Dhanbad,Bharatiya Janata Party,Male,Graduate,B.Sc.,70,11,0,46,0.8, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,14.2,0.8,48,0.73,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,26-12-2019,2.5,1,,,,0,27286918,0
Pratima Mondal,Elected,5/23/2019,In office,2,West Bengal,Jaynagar,All India Trinamool Congress,Female,Post Graduate,"M.A., B.Ed.",54,28,0,40,0.77, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12.6,0.2,24,0.8,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,19-11-2019,2.5,1,1997-98,,,0,27471675,0
Renuka Singh Saruta,Elected,5/23/2019,In office,1,Chhattisgarh,Surguja,Bharatiya Janata Party,Female,12th Pass,Information Not Available,56,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.)",,,,,,,,,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,22-10-2019,2.5,1,,,,0,27682493,3251275
Jai Sidheshwar Shivachary Mahaswamiji,Elected,5/23/2019,In office,1,Maharashtra,Solapur,Bharatiya Janata Party,Male,Graduate,"M.A. Ph. D., Educated at Banaras Hindu University",64,3,0,17,0.86, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,15.5,0.6,82,0.79,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,26-11-2019,2.5,1,2019-20,,,0,27870079,0
Vasava Parbhubhai Nagarbhai,Elected,5/23/2019,In office,2,Gujarat,Bardoli,Bharatiya Janata Party,Male,Others,Diploma in Mechanical Engineering,49,14,0,39,0.88, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12,0.4,42,0.91,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,26-12-2019,2.5,2,1997-98,,,0,28350217,3676869
Sajda Ahmed,Elected,5/23/2019,In office,2,West Bengal,Uluberia,All India Trinamool Congress,Female,Graduate,B.A. (H); University of Calcutta,59,5,0,33,0.67, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12.6,0.2,24,0.8,Lok Sabha,17th Lok Sabha,2.5,-0.18,2.49,1,2019-2020,26-09-2019,2.5,1,,,,0,28351569,5322615
Mohan Mandavi,Elected,5/23/2019,In office,1,Chhattisgarh,Kanker,Bharatiya Janata Party,Male,Post Graduate,"M.A. (History) Educated at Government Post Graduate College, Kanker, Chhattisgarh",62,6,0,2,1, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,6.7,0,23,0.91,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,4/10/2019,2.5,1,,,,0,28675553,679000
Ramesh Pokhriyal Nishank,Elected,5/23/2019,In office,2,Uttarakhand,Hardwar,Bharatiya Janata Party,Male,Doctorate,M.A. Ph.D,60,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.)",,,,,,,,,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,31-10-2019,2.5,1,,,,0,28739888,16444
Nusrat Jahan Ruhi,Elected,5/23/2019,In office,1,West Bengal,Basirhat,All India Trinamool Congress,Female,12th Pass,Information Not Available,Information not available,6,0,24,0.33, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12.6,0.2,24,0.8,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,6/9/2019,2.5,2,,"Audit Certificate Pending, Eligible MPR not Received, Utilisation Certificate Pending.","Audit Certificate Pending, Eligible MPR not Received, Utilisation Certificate Pending.",0,29088391,16881608
Ram Kripal Yadav,Elected,5/23/2019,In office,5,Bihar,Pataliputra,Bharatiya Janata Party,Male,Graduate,"B.A.(Hons.), LL.B. ; Educated at Magadh University, Patna (Bihar)",62,20,0,18,0.85, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12.8,0.5,32,0.87,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,21-08-2019,2.5,1,,"Audit Certificate Pending, Eligible MPR not Received, Utilisation Certificate Pending.","Audit Certificate Pending, Eligible MPR not Received, Utilisation Certificate Pending.",0,29213467,1717310
Kaushalendra Kumar,Elected,5/23/2019,In office,3,Bihar,Nalanda,Janata Dal (United),Male,12th Pass,"I.A.; Educated S.P.M. College, Udatpuri, Biharsharif, Nalanda, Bihar",62,26,0,78,1, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,12.8,0.5,32,0.87,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,6/11/2019,2.5,1,1997-98,,,0,29251651,2712389
Som Prakash,Elected,5/23/2019,In office,1,Punjab,Hoshiarpur,Bharatiya Janata Party,Male,Post Graduate,Information Not Available,70,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.)",,,,,,,,,Lok Sabha,17th Lok Sabha,2.5,1.61,2.27,1,2019-2020,9/8/2019,2.5,1,,,,0,29404519,0
Agatha K. Sangma,Elected,5/23/2019,In office,3,Meghalaya,Tura,National Peoples Party,Female,Post Graduate,M.A. (Environmental Management); Diploma in Cyber Laws; Diploma in Corporate Laws; Diploma in Human Rights Laws; Diploma in Securities & Investment Laws,39,7,0,5,0.76, (Data corresponds to the period from 1 Jun 2019 to 11 Feb 2020.),13.6,0.3,38,0.85,5,0,31,0.84,Lok Sabha,17th Lok Sabha,2.5,2.5,2.5,1,2019-2020,1/10/2019,2.5,1,,"Audit Certificate Pending, Utilisation Certificate Pending.","Audit Certificate Pending, Utilisation Certificate Pending.",0,29406813,0
